Average of ad_price,mileage
2100000.00,73865
1690000.00,73890
2799000.00,73914
5199000.00,73932
1500000.00,73987
4777544.90,74000
1999000.00,74001
11990000.00,74017
5090000.00,74047
5190000.00,74098
7995000.00,74100
1439000.00,74150
10500000.00,74160
4390000.00,74200
1998000.00,74211
1590000.00,74230
1950000.00,74258
2597000.00,74324
8550000.00,74340
1690000.00,74350
3990000.00,74400
2499000.00,74402
4200000.00,74416
5075000.00,74500
11999000.00,74536
2990000.00,74600
9500000.00,74714
5340000.00,74800
8199000.00,74815
1999000.00,74871
1790000.00,74925
8350000.00,74966
1590000.00,74990
5454232.93,75000
1290000.00,75028
2745000.00,75040
5250000.00,75042
399000.00,75067
2099000.00,75069
8590000.00,75100
9900000.00,75110
2580000.00,75114
4089749.75,75200
2200000.00,75240
60000.00,75244
12490000.00,75298
94999.00,75321
1590000.00,75346
1590000.00,75350
4250000.00,75375
9990000.00,75400
13490000.00,75421
3799000.00,75441
2899000.00,75447
5276999.80,75500
2490000.00,75510
6649000.00,75600
7898000.00,75645
1997000.00,75666
2599000.00,75668
3090000.00,75735
4847180.00,75800
580000.00,75852
3050000.00,75860
9995000.00,75956
750000.00,75976
3912193.67,76000
599000.00,76009
6399000.00,76024
160000.00,76030
1859000.00,76040
12270000.00,76050
8950000.00,76086
4149000.00,76102
8699000.00,76210
2849000.00,76223
2590000.00,76232
1999000.00,76285
2599999.00,76320
2550000.00,76322
2590000.00,76335
4000000.00,76362
1585000.00,76385
1420000.00,76392
2270000.00,76396
6690000.00,76408
2190000.00,76410
4603750.00,76500
3090000.00,76518
2990000.00,76547
150000.00,76555
370000.00,76574
2290000.00,76585
2750000.00,76600
120000.00,76613
8700000.00,76615
2949000.00,76627
7990000.00,76640
2990000.00,76658
1529000.00,76700
4999999.00,76752
2100000.00,76754
2049000.00,76778
6490000.00,76800
2999000.00,76869
2199900.00,76891
2499000.00,76902
2190000.00,76925
6300000.00,76963
5299000.00,76998
4435269.15,77000
9499000.00,77032
8695000.00,77100
11390000.00,77130
10890000.00,77181
3490000.00,77189
3718749.50,77200
6990000.00,77208
10499000.00,77234
1590000.00,77287
10390000.00,77385
2099000.00,77400
4990000.00,77440
1295000.00,77490
5474500.00,77500
2049000.00,77525
4850000.00,77531
1690000.00,77579
5249000.00,77594
4490000.00,77600
4060000.00,77680
5749000.00,77711
389000.00,77715
5990000.00,77757
1200000.00,77758
805000.00,77777
4110000.00,77800
4995000.00,77803
7890000.00,77805
4180000.00,77828
4110000.00,77860
8100000.00,77900
4492782.57,78000
10250000.00,78120
1295000.00,78125
1999000.00,78148
5835000.00,78200
6990000.00,78210
17890000.00,78220
570000.00,78224
1298000.00,78245
190000.00,78254
2799000.00,78256
1549000.00,78271
9250000.00,78300
2649000.00,78304
9487000.00,78316
2199000.00,78345
7890000.00,78356
4147000.00,78374
11500000.00,78400
59999.00,78416
8990000.00,78490
2643333.33,78500
2990000.00,78508
2750000.00,78535
179999.00,78569
2190000.00,78664
2990000.00,78700
1999000.00,78710
1999999.00,78713
2290000.00,78724
5299000.00,78746
10890000.00,78762
9900000.00,78763
165000.00,78776
4150000.00,78800
2998000.00,78900
9995000.00,78907
5300000.00,78920
2050000.00,78940
1999000.00,78981
2198000.00,78982
4400166.54,79000
5247000.00,79006
9850000.00,79012
2299000.00,79017
1600000.00,79045
2199999.00,79050
3999999.00,79054
2389500.00,79100
585000.00,79101
8700000.00,79120
199000.00,79155
2249000.00,79160
2490000.00,79228
9996000.00,79245
5150000.00,79249
390000.00,79267
2199000.00,79279
2047000.00,79292
2199000.00,79400
2499000.00,79405
9199000.00,79416
2200000.00,79429
8499999.00,79455
7159666.67,79500
390000.00,79504
1200000.00,79600
9990000.00,79626
2549000.00,79640
90000.00,79658
8200000.00,79677
10499000.00,79704
1450000.00,79750
2549000.00,79773
4190000.00,79800
2790000.00,79815
3399000.00,79844
1774499.50,79850
2489000.00,79891
2028666.67,79900
2999000.00,79903
8170000.00,79950
10390000.00,79963
2590000.00,79965
7916000.00,79975
10990000.00,79979
1699000.00,79980
4998000.00,79987
4582666.63,80000
1590000.00,80023
1164500.00,80051
4889500.00,80100
8700000.00,80120
90000.00,80141
50000.00,80154
199000.00,80157
1949000.00,80161
2850000.00,80175
2690000.00,80178
2798000.00,80209
2499999.00,80268
1485000.00,80324
1999000.00,80384
2490000.00,80413
165000.00,80444
7046666.67,80500
2248000.00,80605
299000.00,80660
2389000.00,80688
4759666.67,80700
395000.00,80712
100000.00,80715
2699000.00,80776
2750000.00,80780
599000.00,80800
2599000.00,80870
11990000.00,80920
2599000.00,80958
4358666.36,81000
1999000.00,81050
2299000.00,81068
7990000.00,81185
15990000.00,81200
1990000.00,81203
1540000.00,81229
11790000.00,81245
1599000.00,81270
1490000.00,81276
2799000.00,81282
549000.00,81331
2899000.00,81350
2790000.00,81400
9580000.00,81431
1690000.00,81457
200000.00,81487
5405499.83,81500
2550000.00,81513
599000.00,81540
2890000.00,81575
2499999.00,81600
1599000.00,81644
8880000.00,81742
11999000.00,81750
7866333.33,81800
1599500.00,81837
1990000.00,81890
1969500.00,81900
580000.00,81950
2144999.50,81960
7890000.00,81964
3567814.14,82000
9888000.00,82010
8470000.00,82059
2464000.00,82100
7990000.00,82159
8990000.00,82216
4150000.00,82274
4099666.67,82300
1899000.00,82383
2730000.00,82390
4790000.00,82432
2150000.00,82441
3798000.00,82500
11995000.00,82544
2289000.00,82550
2259000.00,82565
7790000.00,82593
2198000.00,82598
1282000.00,82600
180000.00,82628
2749000.00,82636
1498000.00,82715
11299000.00,82751
199000.00,82771
150000.00,82795
10740000.00,82800
199999.00,82881
8700000.00,82900
10175000.00,82935
5396280.00,83000
9169600.00,83030
2049499.50,83100
2490000.00,83172
4777999.67,83200
3715000.00,83300
2750000.00,83337
4399000.00,83382
13600000.00,83400
4150000.00,83419
1265000.00,83428
95000.00,83450
7990000.00,83473
1299833.33,83500
8490000.00,83573
85000.00,83586
800000.00,83600
1290000.00,83639
2920000.00,83647
7990000.00,83700
1899000.00,83702
2190000.00,83732
1950000.00,83751
650000.00,83822
1690000.00,83831
1990000.00,83834
8290000.00,83850
8090000.00,83871
2499000.00,83896
1400000.00,83897
1690000.00,83900
3714722.04,84000
550000.00,84024
2490000.00,84040
1290000.00,84070
10850000.00,84100
158000.00,84145
2499000.00,84170
3748000.00,84200
5199999.00,84203
3449500.00,84288
3590000.00,84300
1999000.00,84308
1130000.00,84500
1519990.00,84533
2499000.00,84590
70000.00,84600
8580000.00,84653
75000.00,84677
4190000.00,84720
109000.00,84869
4862666.67,84900
1100000.00,84910
1899000.00,84921
8999000.00,84952
3783355.49,85000
1490000.00,85015
11990000.00,85052
2799000.00,85060
2699000.00,85098
1595000.00,85110
8990000.00,85135
799000.00,85177
8285000.00,85200
5590000.00,85202
2199000.00,85242
2200000.00,85266
7970000.00,85273
890000.00,85275
14990000.00,85300
2200000.00,85320
2790000.00,85345
1580000.00,85370
9100000.00,85382
2849000.00,85390
2500000.00,85395
1698000.00,85403
1999999.00,85446
4649333.33,85500
2499000.00,85532
2081000.00,85640
1599999.00,85655
580000.00,85677
10000000.00,85680
10499999.00,85800
11300000.00,85820
1390000.00,85865
2490000.00,85900
75000.00,85944
3523552.55,86000
1990000.00,86004
10399000.00,86020
2490000.00,86070
2989900.00,86121
390000.00,86132
2648000.00,86135
4049000.00,86160
2499000.00,86167
5180000.00,86174
2491000.00,86200
1590000.00,86220
2150000.00,86300
2540000.00,86400
350000.00,86402
8095000.00,86500
2950000.00,86518
120000.00,86524
200000.00,86536
4990000.00,86548
5299000.00,86574
5295000.00,86600
5199000.00,86618
7990000.00,86627
1250000.00,86637
1595000.00,86687
10995000.00,86700
2790000.00,86708
2890000.00,86800
2790000.00,86837
1690000.00,86900
5290000.00,86930
2495000.00,86940
7990000.00,86960
2190000.00,86967
8250000.00,86978
1449000.00,86980
4201602.58,87000
7999000.00,87020
1990000.00,87061
2899000.00,87065
5058000.00,87071
2799000.00,87089
3334250.00,87100
1599000.00,87137
2778000.00,87148
2250000.00,87190
2480000.00,87260
1490000.00,87282
2799000.00,87293
8345000.00,87300
85000.00,87301
2990000.00,87326
8800000.00,87331
8999000.00,87335
90000.00,87345
1290000.00,87360
1550000.00,87383
9999000.00,87401
2599000.00,87414
7990000.00,87422
1999900.00,87470
9063799.80,87500
2099000.00,87546
1490000.00,87560
179000.00,87627
9500000.00,87630
1990000.00,87653
156665.67,87654
1990000.00,87689
1599000.00,87698
8850000.00,87700
2790000.00,87715
1390000.00,87795
1179500.00,87800
2280000.00,87877
2190000.00,87890
1200000.00,87894
2190000.00,87921
4190000.00,87975
7999999.00,87988
4100555.30,88000
1590000.00,88014
2990000.00,88030
1950000.00,88032
2599000.00,88043
2290000.00,88044
2099000.00,88057
2588000.00,88060
1450000.00,88090
9499000.00,88214
355000.00,88220
9995000.00,88242
7899000.00,88268
1500000.00,88300
1590000.00,88354
18800000.00,88355
2899000.00,88366
6990000.00,88385
115000.00,88400
2090000.00,88440
8590000.00,88450
2149000.00,88454
3475000.00,88500
1399700.00,88520
1990000.00,88521
2490000.00,88561
2499000.00,88600
2800000.00,88700
1550000.00,88717
140000.00,88765
2949000.00,88768
1990000.00,88794
7394500.00,88800
10499000.00,88822
2745000.00,88849
2490000.00,88870
5089000.00,88879
70000.00,88888
155000.00,88895
2089500.00,88900
1790000.00,88914
955000.00,88978
2099000.00,88979
4990000.00,88989
4771059.73,89000
2499000.00,89030
2849000.00,89031
6999999.00,89140
9790000.00,89144
1550000.00,89154
1990000.00,89193
8799000.00,89200
599000.00,89217
2590000.00,89232
110000.00,89287
8950000.00,89300
2850000.00,89320
1990000.00,89328
3490000.00,89345
390000.00,89350
8795000.00,89354
1990000.00,89356
6100000.00,89400
2799000.00,89425
4990000.00,89454
8411766.67,89500
7999000.00,89564
2899000.00,89615
2750000.00,89650
170000.00,89660
2559500.00,89700
2289000.00,89795
5495000.00,89800
130000.00,89877
2296000.00,89894
7790000.00,89900
2799000.00,89912
16990000.00,89926
1490000.00,89933
2570000.00,89954
8190000.00,89980
2499000.00,89986
3690000.00,89987
2986806.42,90000
820000.00,90051
6220000.00,90100
5150000.00,90117
10500000.00,90131
1999000.00,90134
2490000.00,90142
4990000.00,90171
1999000.00,90173
8700000.00,90177
4187000.00,90200
599000.00,90255
319000.00,90256
2900000.00,90280
2598000.00,90337
10177000.00,90344
3250000.00,90368
10499000.00,90399
5449000.00,90400
1268000.00,90444
1599000.00,90450
4995000.00,90473
2949000.00,90475
5999000.00,90482
1698000.00,90500
1599999.00,90575
979000.00,90627
8999000.00,90665
3490000.00,90776
2590000.00,90791
10500000.00,90800
1599000.00,90854
1599000.00,90875
6094999.50,90945
2799000.00,90993
3562605.73,91000
1999000.00,91040
9499900.00,91056
5290000.00,91181
2490000.00,91196
1999999.00,91200
7850000.00,91218
6620000.00,91230
2180000.00,91237
1999999.00,91275
2650000.00,91300
13645000.00,91349
1999000.00,91399
1999000.00,91400
1999000.00,91490
4204166.50,91500
1400000.00,91580
2448500.00,91600
1999900.00,91658
9990000.00,91716
4999000.00,91722
1990000.00,91735
2189000.00,91744
1550000.00,91763
2200000.00,91800
5290000.00,91814
2499000.00,91827
1900000.00,91845
498000.00,91863
15000000.00,91870
99990.00,91898
2549000.00,91905
1698000.00,91938
2290000.00,91950
2899000.00,91954
5339285.68,92000
1399999.00,92013
1990000.00,92039
1999999.00,92080
8599000.00,92093
1999999.00,92099
1939500.00,92100
2990000.00,92110
2990000.00,92148
3699000.00,92229
185000.00,92241
11790000.00,92249
390000.00,92270
4446666.67,92300
1990000.00,92314
7950000.00,92336
1900000.00,92338
2590000.00,92340
2990000.00,92343
6490000.00,92365
8345000.00,92388
2996000.00,92400
8490000.00,92412
2497000.00,92430
165000.00,92432
4390000.00,92490
6802250.00,92500
8790000.00,92510
111000.00,92524
2199000.00,92581
2200000.00,92600
1100000.00,92611
149000.00,92613
8299000.00,92626
1990000.00,92627
395000.00,92653
2349000.00,92681
6299000.00,92695
4190000.00,92700
2499000.00,92760
1290000.00,92785
1999000.00,92794
5419500.00,92800
2938000.00,92823
370000.00,92887
2499000.00,92895
2140000.00,92896
2490000.00,92990
4957962.93,93000
1990000.00,93045
2990000.00,93049
2099000.00,93125
960000.00,93141
8990000.00,93150
1949000.00,93163
999000.00,93181
2899000.00,93193
2419600.00,93200
9419100.00,93240
2800000.00,93291
6497000.00,93300
10990000.00,93314
2599000.00,93316
7499000.00,93323
12220000.00,93325
2790000.00,93346
12250000.00,93380
5690000.00,93400
1899000.00,93412
1990000.00,93417
2190000.00,93437
11490000.00,93450
149000.00,93468
1250000.00,93483
2740000.00,93490
2535000.00,93496
3443000.00,93500
1689000.00,93512
2849000.00,93536
1449000.00,93550
2149999.00,93560
2799000.00,93561
9495000.00,93572
11650000.00,93582
2100000.00,93600
3440000.00,93631
4990000.00,93691
2517500.00,93700
1790000.00,93735
2199000.00,93760
4724500.00,93763
2676250.00,93800
10850000.00,93846
990000.00,93874
2299000.00,93897
11900000.00,93900
5949000.00,93918
10795000.00,93975
2899000.00,93976
2799000.00,93980
1549000.00,93990
4766749.73,94000
8199000.00,94062
1100000.00,94107
11490000.00,94183
2026333.33,94200
4988000.00,94209
2099000.00,94215
189000.00,94255
5190000.00,94256
2529000.00,94257
198000.00,94306
4490000.00,94321
2222222.00,94477
6798142.71,94500
7790000.00,94514
5290000.00,94519
1599000.00,94530
1999000.00,94550
13599000.00,94586
6199000.00,94655
3250000.00,94672
1999000.00,94702
135000.00,94706
1279000.00,94740
2790000.00,94749
5690000.00,94794
2895000.00,94821
2900000.00,94822
2150000.00,94827
3999999.00,94861
1275000.00,94870
2490000.00,94880
140000.00,94881
3890000.00,94891
2250000.00,94892
3495000.00,94900
1500000.00,94913
9390000.00,94920
8790000.00,94950
1290000.00,94969
4723137.43,95000
1990000.00,95029
250000.00,95031
2290000.00,95040
1290000.00,95100
5190000.00,95118
5999000.00,95121
599000.00,95183
2023500.00,95200
5190000.00,95219
570000.00,95230
8795000.00,95240
220000.00,95261
6294500.00,95300
2290000.00,95310
2790000.00,95338
1550000.00,95356
1949000.00,95381
1699000.00,95384
5490000.00,95400
2399000.00,95405
1989000.00,95419
2399000.00,95422
1690000.00,95430
1699000.00,95474
2949000.00,95475
4999000.00,95480
5086750.00,95500
2595000.00,95540
10690000.00,95632
8050000.00,95650
2497000.00,95653
1490000.00,95654
2422000.00,95700
1525000.00,95710
110000.00,95800
1990000.00,95835
7880000.00,95890
1590000.00,95900
150000.00,95905
8000000.00,95917
2949000.00,95946
8490000.00,95947
9499000.00,95987
3640743.16,96000
9990000.00,96005
89000.00,96031
2750000.00,96079
1900000.00,96100
9000000.00,96120
5149000.00,96144
3840000.00,96145
2599000.00,96150
2990000.00,96171
5145000.00,96200
1304000.00,96211
4190000.00,96214
1449000.00,96300
4499000.00,96331
5189000.00,96357
1390000.00,96359
2590000.00,96385
9499000.00,96400
1990000.00,96422
199999.00,96450
2790000.00,96491
2844000.00,96500
7999000.00,96575
1449000.00,96580
1590000.00,96581
1599000.00,96595
1490000.00,96598
6429666.67,96600
2999000.00,96625
2950000.00,96644
1875000.00,96700
11590000.00,96755
1690000.00,96760
9999990.00,96767
2599000.00,96772
2199000.00,96780
2987499.50,96800
4999000.00,96812
3299000.00,96896
4299000.00,96900
2100000.00,96932
2599000.00,96963
7599000.00,96980
4199278.88,97000
1790000.00,97021
1295000.00,97042
2990000.00,97100
3199000.00,97103
2889000.00,97126
12222222.00,97128
170000.00,97146
4499000.00,97152
8990000.00,97163
1990000.00,97180
550000.00,97188
2899000.00,97191
2874000.00,97200
1550000.00,97221
3290000.00,97230
8595000.00,97233
1190000.00,97245
2499999.00,97275
4995000.00,97300
589000.00,97322
1690000.00,97363
2599000.00,97400
2490000.00,97410
1250000.00,97442
9900000.00,97455
2288000.00,97486
199999.00,97487
3996666.33,97500
2990000.00,97554
8499000.00,97574
4999000.00,97592
1590000.00,97600
1599000.00,97623
3190000.00,97624
1999000.00,97670
780000.00,97686
500000.00,97771
3536333.33,97800
2149999.00,97813
4290000.00,97870
5300000.00,97885
3690000.00,97887
7899000.00,97892
8690000.00,97900
2598000.00,97933
9450000.00,97935
120000.00,97942
599000.00,97960
3863660.88,98000
4990000.00,98026
2490000.00,98050
395000.00,98077
1600000.00,98090
199000.00,98100
90000.00,98106
2290000.00,98116
1599000.00,98123
2789000.00,98141
220000.00,98170
6290000.00,98174
2000000.00,98200
850000.00,98208
1999000.00,98222
4099999.00,98240
1290000.00,98245
6490000.00,98257
2299000.00,98273
9266300.00,98300
8950000.00,98345
4390000.00,98360
8099750.00,98400
1599000.00,98420
6599000.00,98440
6299000.00,98479
4671285.71,98500
100000.00,98505
6950000.00,98540
50000.00,98543
2799000.00,98562
2990000.00,98575
4998000.00,98576
1900000.00,98587
3186666.33,98600
1400000.00,98605
1290000.00,98617
1349000.00,98622
1480000.00,98625
1950000.00,98641
2999000.00,98659
1688000.00,98688
4999000.00,98699
2170000.00,98700
4100000.00,98711
5290000.00,98726
2275000.00,98750
1539000.00,98769
1450000.00,98784
1940000.00,98800
9999000.00,98813
2922000.00,98820
11990000.00,98843
1400000.00,98870
1590000.00,98882
6096750.00,98900
1990000.00,98907
2150000.00,98910
2498000.00,98950
2090000.00,98963
4298122.70,99000
5290000.00,99010
1899000.00,99031
2099999.00,99043
1690000.00,99056
8990000.00,99060
1729275.00,99100
1590000.00,99106
7144000.00,99125
50000.00,99133
2799000.00,99136
2290000.00,99150
220000.00,99153
5200000.00,99192
3513500.00,99200
1690000.00,99210
2599000.00,99242
5789999.00,99250
2299000.00,99274
3899500.00,99300
1980000.00,99330
9990000.00,99340
5794500.00,99400
1899999.00,99404
1970000.00,99421
6657222.22,99500
2690000.00,99553
2000000.00,99585
2500000.00,99600
2149000.00,99610
1550000.00,99620
1599000.00,99628
110000.00,99662
2290000.00,99665
6324500.00,99700
2180000.00,99728
8950000.00,99740
4150000.00,99741
2249900.00,99742
189000.00,99750
9790000.00,99768
3690000.00,99773
11990000.00,99784
3087250.00,99800
8490000.00,99801
5999900.00,99825
2569000.00,99874
3684500.00,99879
3889000.00,99890
2016000.00,99900
132500.00,99940
5270000.00,99950
170000.00,99970
2190000.00,99979
1449000.00,99980
2249499.50,99990
2499000.00,99995
1005999.75,99999
3509017.39,100000
1599000.00,100070
2750000.00,100100
10650000.00,100106
6900000.00,100132
2599000.00,100136
2550000.00,100159
1465000.00,100200
1949000.00,100250
2990000.00,100273
2100000.00,100294
2069500.00,100300
197000.00,100301
2099000.00,100350
799000.00,100357
2895000.00,100363
1999000.00,100368
4990000.00,100400
195000.00,100415
2550000.00,100500
180000.00,100517
1990000.00,100533
5309799.80,100600
2550000.00,100687
170000.00,100707
79000.00,100760
2790000.00,100820
10900000.00,100822
1899000.00,100921
155000.00,100995
3284416.63,101000
2999000.00,101008
99000.00,101015
11500000.00,101081
844500.00,101200
100000.00,101202
2799000.00,101214
2490000.00,101231
199000.00,101237
8250000.00,101250
13659000.00,101260
1998000.00,101271
1290000.00,101274
1500000.00,101305
2100000.00,101332
2500000.00,101395
2649000.00,101400
7999000.00,101449
6344000.00,101500
11190000.00,101630
2027500.00,101700
2250000.00,101702
1490000.00,101753
4999999.00,101770
14650000.00,101800
5249000.00,101813
3999999.00,101820
1799000.00,101827
120000.00,101845
2790000.00,101870
2749000.00,101876
4336632.24,102000
1900000.00,102011
2899000.00,102117
2199000.00,102181
5899000.00,102197
399000.00,102238
2290000.00,102291
199000.00,102299
1599000.00,102300
149000.00,102356
1490000.00,102365
1949000.00,102387
7399000.00,102429
160000.00,102430
3290000.00,102441
3149000.00,102447
4535000.00,102500
145000.00,102528
189999.00,102530
375000.00,102566
3994499.50,102600
580000.00,102613
5650000.00,102641
2490000.00,102652
4489000.00,102700
5389000.00,102719
1560000.00,102730
2390000.00,102733
1949000.00,102743
8490000.00,102824
1490000.00,102851
3590000.00,102885
3999999.00,102886
1999999.00,102985
2961438.98,103000
2349000.00,103046
380000.00,103056
2190000.00,103120
1599000.00,103126
950000.00,103127
1999000.00,103150
4990000.00,103174
2499000.00,103261
1999000.00,103371
3749500.00,103400
1590000.00,103419
2299000.00,103435
8650000.00,103444
970000.00,103456
2790000.00,103467
2500000.00,103496
3992000.00,103500
2148000.00,103541
7800000.00,103543
10500000.00,103570
2370000.00,103600
2150000.00,103649
8900000.00,103700
2590000.00,103723
2949000.00,103743
3350000.00,103785
9890000.00,103840
11990000.00,103900
3999999.00,103920
99000.00,103927
1998000.00,103950
1180000.00,103960
1260000.00,103970
1290000.00,103987
2750000.00,103988
5300000.00,103990
2855747.43,104000
1290000.00,104073
1899000.00,104100
1990000.00,104108
13799000.00,104110
1999000.00,104136
2490000.00,104156
5199000.00,104172
2149000.00,104173
2848000.00,104200
1990000.00,104223
2499999.00,104236
1299000.00,104277
110000.00,104297
2294500.00,104300
1590000.00,104325
175000.00,104336
1384500.00,104354
2590000.00,104355
2190000.00,104392
3249000.00,104453
5300000.00,104468
2173000.00,104500
8800000.00,104501
3399999.00,104515
2990000.00,104520
450000.00,104541
1250000.00,104550
4995000.00,104564
4100000.00,104592
2590000.00,104600
8260000.00,104632
2570000.00,104637
8490000.00,104650
4990000.00,104651
1990000.00,104658
899000.00,104738
1999999.00,104745
7800000.00,104750
19990000.00,104764
1999999.00,104790
2990000.00,104800
2199999.00,104836
2890000.00,104900
9950000.00,104905
1470000.00,104924
1850000.00,104926
1450000.00,104970
3177407.09,105000
1999000.00,105032
1599000.00,105064
2090000.00,105076
2290000.00,105080
1999999.00,105131
2149000.00,105177
1400000.00,105180
2900000.00,105182
2480000.00,105194
1490000.00,105200
4190000.00,105201
2499999.00,105233
8390000.00,105321
985000.00,105345
1250000.00,105372
2850000.00,105400
11850000.00,105410
1690000.00,105411
2770000.00,105426
2100000.00,105433
2499000.00,105455
3142666.67,105500
3880000.00,105517
135000.00,105600
2190000.00,105650
1918000.00,105653
2199000.00,105668
2099000.00,105669
5572500.00,105700
1299999.00,105730
3714500.00,105745
1695000.00,105789
4994500.00,105800
2150000.00,105829
11000000.00,105833
1999000.00,105841
1590000.00,105847
2599000.00,105880
2550000.00,105883
9990000.00,105923
5200000.00,105963
2990000.00,105964
3372735.24,106000
1390000.00,106097
179999.00,106125
2749999.00,106159
8749000.00,106172
3390000.00,106183
3970000.00,106200
7990000.00,106201
1600000.00,106218
9500000.00,106254
2799999.00,106265
6199000.00,106266
2649000.00,106267
375000.00,106345
1999999.00,106350
9599000.00,106397
1773944.00,106400
1290000.00,106433
2990000.00,106458
1990000.00,106464
6597777.00,106480
1438250.00,106500
2990000.00,106535
1899000.00,106551
2500000.00,106557
1280000.00,106581
965000.00,106607
299000.00,106644
1655666.67,106700
9590000.00,106732
10990000.00,106763
1999999.00,106789
6126666.67,106800
2290000.00,106852
1990000.00,106857
599000.00,106886
2799999.00,106900
2790000.00,106927
4950000.00,106950
2980000.00,106962
2290000.00,106988
3165544.93,107000
2240000.00,107060
2290000.00,107061
6450000.00,107100
1999000.00,107120
2240000.00,107121
3390000.00,107200
2990000.00,107207
2899999.00,107210
6999999.00,107238
2899000.00,107241
2990000.00,107265
1899000.00,107288
2990000.00,107319
2250000.00,107354
2898000.00,107355
8099000.00,107396
1589000.00,107465
11499000.00,107528
8690000.00,107538
7890000.00,107540
2000000.00,107542
2895000.00,107547
2490000.00,107553
2090000.00,107567
1999000.00,107600
2745000.00,107607
100000.00,107643
5200000.00,107672
2349000.00,107713
1296000.00,107742
2590000.00,107824
80000.00,107890
1990000.00,107908
5290000.00,107930
7950000.00,107971
1999000.00,107997
3202927.84,108000
950000.00,108071
8690000.00,108080
1999900.00,108100
1819000.00,108111
5444999.50,108200
2990000.00,108207
1450000.00,108300
2130000.00,108350
1290000.00,108409
1389000.00,108421
2499000.00,108465
5190000.00,108480
1455000.00,108491
3473333.33,108500
1990000.00,108505
1999000.00,108507
135000.00,108536
2790000.00,108694
6494500.00,108700
10950000.00,108755
10790000.00,108761
1549000.00,108778
4999000.00,108798
2480000.00,108800
1599000.00,108803
1890000.00,108889
9698000.00,108900
2690000.00,108905
2795000.00,108912
5390000.00,108925
549000.00,108950
1590000.00,108970
799999.00,108976
14250000.00,108980
1250000.00,108991
2748055.59,109000
3269500.00,109021
5290000.00,109048
1794500.00,109050
8299900.00,109075
1999999.00,109110
2790000.00,109113
4100000.00,109115
7879000.00,109130
1599000.00,109154
2490000.00,109167
590000.00,109211
1490000.00,109218
120000.00,109226
2049000.00,109237
1430000.00,109239
1990000.00,109258
95000.00,109260
55000.00,109266
2990000.00,109298
1900000.00,109300
1690000.00,109314
1599000.00,109396
8580000.00,109435
9750000.00,109442
99000.00,109445
8499000.00,109450
2099000.00,109479
8450000.00,109494
5189000.00,109496
9159666.67,109500
1899000.00,109522
2990000.00,109523
4990000.00,109525
4999000.00,109529
4149000.00,109535
2299000.00,109578
10390000.00,109628
2149000.00,109678
370000.00,109700
6274999.50,109800
1990000.00,109830
6399000.00,109842
1990000.00,109850
2790000.00,109864
10027000.00,109870
1990000.00,109875
9990000.00,109878
2199000.00,109898
6244000.00,109900
2799000.00,109988
2942996.10,110000
1999000.00,110006
1498000.00,110020
1750000.00,110062
370000.00,110102
1250000.00,110120
2649000.00,110178
3440000.00,110200
590000.00,110222
9490000.00,110225
2790000.00,110260
2799000.00,110263
2749000.00,110341
1690000.00,110362
2089000.00,110363
2199000.00,110365
1999999.00,110378
1999000.00,110396
4600000.00,110450
999000.00,110451
11499990.00,110455
3889000.00,110469
1285900.00,110500
2200000.00,110559
1669500.00,110600
2590000.00,110603
119000.00,110620
1790000.00,110647
1899000.00,110650
2089000.00,110692
100000.00,110694
1990000.00,110740
3899000.00,110750
1955000.00,110755
1899000.00,110789
1999000.00,110803
2290000.00,110850
9499000.00,110853
2100000.00,110854
2899000.00,110868
2500000.00,110872
3195000.00,110900
1290000.00,110931
2190000.00,110965
2947777.73,111000
2150000.00,111036
4999000.00,111063
130000.00,111066
2599999.00,111100
327166.67,111111
2890000.00,111120
11990000.00,111143
3596000.00,111200
1290000.00,111233
2590000.00,111236
3650000.00,111239
530000.00,111247
11900000.00,111254
2098000.00,111302
2390000.00,111334
11690000.00,111350
6495000.00,111400
1990000.00,111406
2899000.00,111407
2599000.00,111427
2990000.00,111431
2600000.00,111435
550000.00,111438
2990000.00,111459
5890000.00,111500
2990000.00,111514
70000.00,111518
2050000.00,111534
1899000.00,111540
1690000.00,111554
1298000.00,111557
1990000.00,111560
2549000.00,111572
2890000.00,111627
2499000.00,111633
179000.00,111658
799999.00,111660
9990000.00,111670
2599000.00,111684
21200000.00,111706
2590000.00,111724
2849000.00,111728
5190000.00,111777
2050000.00,111800
549000.00,111802
1449000.00,111840
4190000.00,111900
1399000.00,111950
1250000.00,111955
1999000.00,111970
1500000.00,111972
1490000.00,111992
3134338.88,112000
1960000.00,112038
1548000.00,112075
1899000.00,112076
1560000.00,112080
65000.00,112098
4095000.00,112100
9295000.00,112147
10900000.00,112190
550000.00,112200
1698000.00,112212
11500000.00,112234
2970000.00,112240
1290000.00,112275
8590000.00,112280
5090000.00,112287
1998000.00,112300
2039999.50,112320
1549000.00,112330
4298000.00,112350
950000.00,112400
1999000.00,112410
200000.00,112455
2499333.33,112500
1598000.00,112540
550000.00,112556
1490000.00,112573
195000.00,112596
2499000.00,112600
1590000.00,112612
1498000.00,112634
1949000.00,112637
1599000.00,112667
1350000.00,112678
5290000.00,112719
2090000.00,112742
9150000.00,112751
960000.00,112769
590000.00,112800
9997000.00,112856
120000.00,112890
7399000.00,112891
1599999.00,112900
2970000.00,112915
140000.00,112940
2280000.00,112991
2406158.98,113000
4490000.00,113078
1580000.00,113106
4999000.00,113135
