Average of ad_price,mileage
180000.00,215193
5990000.00,215221
2760000.00,215300
1399999.00,215320
2050000.00,215363
1449000.00,215365
1050000.00,215380
1599000.00,215381
5199000.00,215386
150000.00,215400
1450000.00,215412
280000.00,215430
1999000.00,215443
2250000.00,215469
599000.00,215500
599000.00,215519
150000.00,215520
2990000.00,215555
350000.00,215573
1410000.00,215600
2490000.00,215601
790000.00,215632
2499000.00,215659
1300000.00,215700
1990000.00,215744
1013000.00,215800
1999000.00,215844
1298000.00,215900
2190000.00,215923
1290000.00,215946
899999.00,215954
549999.00,215955
90000.00,215963
549000.00,215987
2290000.00,215995
2066174.93,216000
2749000.00,216039
2890000.00,216073
2799000.00,216100
2900000.00,216103
3698000.00,216121
1548000.00,216158
2190000.00,216200
99000.00,216201
1250000.00,216234
2990000.00,216285
656333.33,216300
365000.00,216310
549000.00,216369
790000.00,216400
100000.00,216489
2020000.00,216500
550000.00,216512
200000.00,216530
139000.00,216550
1900000.00,216656
150000.00,216680
1032500.00,216700
2750000.00,216710
1279000.00,216808
970000.00,216811
1899000.00,216823
580000.00,216825
165000.00,216828
2190000.00,216846
950000.00,216848
99000.00,216863
2195000.00,216883
1750000.00,216895
887500.00,216900
2100000.00,216902
1270000.00,216945
2490000.00,216954
1667022.68,217000
199000.00,217003
1490000.00,217030
1549000.00,217050
1450000.00,217090
1549000.00,217159
4149000.00,217229
1490000.00,217235
6599000.00,217240
2150000.00,217254
950000.00,217255
1465000.00,217331
2282333.00,217400
1520000.00,217432
179000.00,217473
2441999.80,217500
1590000.00,217508
165000.00,217515
390000.00,217523
2590000.00,217539
1550000.00,217541
832500.00,217542
550000.00,217559
190000.00,217568
2790000.00,217571
1279000.00,217591
2990000.00,217594
1699000.00,217600
1498000.00,217638
2195000.00,217640
1498000.00,217651
370000.00,217700
2990000.00,217718
2290000.00,217728
360000.00,217757
2590000.00,217789
1600000.00,217800
380000.00,217824
580000.00,217850
2199000.00,217930
1100000.00,217946
799000.00,217951
129000.00,217963
580000.00,217986
1628325.30,218000
1290000.00,218031
3250000.00,218094
5250000.00,218119
550000.00,218120
9750000.00,218125
2050000.00,218126
350000.00,218132
2480000.00,218150
1480000.00,218163
200000.00,218221
995000.00,218246
1487777.00,218263
4990000.00,218268
1295000.00,218300
1999999.00,218320
2580000.00,218368
270000.00,218373
1589500.00,218400
3299999.00,218414
1289333.33,218500
1790000.00,218508
2850000.00,218530
120000.00,218552
1999000.00,218555
370000.00,218571
1290000.00,218572
575000.00,218600
1299000.00,218610
1590000.00,218660
2799000.00,218676
2790000.00,218688
270000.00,218700
199000.00,218777
1450000.00,218800
395000.00,218835
595000.00,218867
949999.00,218908
1950000.00,218930
1445000.00,218938
1863654.49,219000
1285000.00,219030
1600000.00,219057
5224000.00,219060
2290000.00,219063
1590000.00,219121
525000.00,219130
590000.00,219141
1490000.00,219144
1990000.00,219186
2085000.00,219200
2500000.00,219202
2899000.00,219261
2499000.00,219312
1999000.00,219324
5200000.00,219345
1934500.00,219400
2590000.00,219440
160000.00,219455
1926666.33,219500
5290000.00,219513
1590000.00,219530
1050000.00,219581
1989500.00,219600
590000.00,219623
1590000.00,219624
550000.00,219683
2949000.00,219700
1690000.00,219739
1469500.00,219780
1299000.00,219798
200000.00,219799
1590000.00,219800
1990000.00,219821
8990000.00,219858
198000.00,219877
7850000.00,219878
799000.00,219883
560000.00,219887
575000.00,219900
6449999.00,219989
1437591.50,220000
1400000.00,220030
1599000.00,220050
1949000.00,220055
1690000.00,220125
1699900.00,220127
1250000.00,220134
5199000.00,220140
1450000.00,220145
200000.00,220159
1879000.00,220196
4100000.00,220200
799999.00,220216
949000.00,220231
1999990.00,220245
6950000.00,220250
230000.00,220280
150000.00,220288
980000.00,220300
1395000.00,220345
590000.00,220354
2149000.00,220357
6590000.00,220388
925000.00,220400
1389000.00,220450
630000.00,220461
654000.00,220500
1100000.00,220516
715000.00,220543
150000.00,220580
2550000.00,220582
589000.00,220600
2550000.00,220635
2295000.00,220653
2100000.00,220679
2499000.00,220700
699000.00,220791
2130000.00,220796
1290000.00,220800
550000.00,220812
950000.00,220844
1989500.00,220850
1999000.00,220880
799000.00,220906
2145000.00,220918
720000.00,220990
1490000.00,220994
1493692.26,221000
2800000.00,221014
1490000.00,221019
1489000.00,221020
2499000.00,221041
2019000.00,221069
2790000.00,221100
120000.00,221110
180000.00,221111
2199000.00,221154
2799000.00,221170
1400000.00,221182
1999999.00,221258
1990000.00,221291
2790000.00,221300
1790000.00,221343
1980000.00,221345
590000.00,221386
960000.00,221449
1299000.00,221450
1549000.00,221457
1399000.00,221458
1790000.00,221460
1599000.00,221476
550000.00,221478
195000.00,221487
530000.00,221500
565000.00,221517
2149000.00,221523
1898000.00,221599
1695000.00,221621
2490000.00,221633
200000.00,221656
569000.00,221678
2820000.00,221765
2498000.00,221871
549000.00,221900
4490000.00,221947
2000000.00,221982
1651324.27,222000
1690000.00,222017
1570000.00,222102
470000.00,222152
2299000.00,222158
146666.33,222222
70000.00,222230
720000.00,222242
1490000.00,222253
1420000.00,222274
950000.00,222300
1690000.00,222311
185000.00,222320
380000.00,222346
2094500.00,222400
2390000.00,222401
2090000.00,222417
195000.00,222442
8150000.00,222468
590000.00,222485
1299600.00,222500
2200000.00,222522
1969000.00,222534
1990000.00,222586
5199000.00,222670
1899000.00,222695
590000.00,222700
2790000.00,222710
5299000.00,222724
1295000.00,222758
565000.00,222765
629500.00,222800
1490000.00,222906
2790000.00,222974
1999000.00,222980
1990000.00,222982
1865257.96,223000
50000.00,223028
1244500.00,223100
598000.00,223118
1340000.00,223132
199999.00,223135
799999.00,223142
1690000.00,223150
1494500.00,223200
130000.00,223202
1290000.00,223270
1599990.00,223290
1590000.00,223300
875000.00,223305
799000.00,223323
550000.00,223333
2500000.00,223390
1849999.00,223400
799999.00,223459
2940000.00,223494
1609333.33,223500
1599000.00,223545
1580000.00,223580
1400000.00,223624
1990000.00,223660
7950000.00,223732
2950000.00,223744
1500000.00,223750
1290000.00,223768
1250000.00,223822
730000.00,223849
1290000.00,223856
589000.00,223918
599000.00,223925
2499000.00,223952
699000.00,223955
2490000.00,223961
2012670.88,224000
1290000.00,224025
2099000.00,224167
3998000.00,224198
2444999.50,224200
1990000.00,224220
980000.00,224223
60000.00,224232
2894670.00,224242
1598000.00,224250
1549000.00,224256
199000.00,224282
270000.00,224312
1599000.00,224320
2499000.00,224329
2280000.00,224350
1599999.00,224353
1999000.00,224356
1796333.33,224400
540000.00,224450
2190000.00,224453
1889500.00,224500
135000.00,224503
2850000.00,224550
2464000.00,224569
550000.00,224600
2000000.00,224616
3490000.00,224648
2749000.00,224651
1515000.00,224654
1425000.00,224676
1450000.00,224678
145000.00,224790
1255000.00,224800
180000.00,224901
2599000.00,224917
150000.00,224936
1599000.00,224957
6950000.00,224960
1717900.94,225000
2050000.00,225004
1599000.00,225030
190000.00,225121
1449000.00,225141
874500.00,225145
1999000.00,225147
2100000.00,225156
590000.00,225160
549000.00,225187
1949000.00,225200
1998000.00,225228
990000.00,225232
2499000.00,225250
970000.00,225282
950000.00,225297
1270000.00,225300
550000.00,225318
180000.00,225321
1900000.00,225365
409500.00,225400
1479000.00,225411
2500000.00,225494
590000.00,225500
2990000.00,225548
599000.00,225550
4999000.00,225597
1650000.00,225611
1250000.00,225613
389000.00,225638
1290000.00,225648
1597000.00,225704
2099000.00,225732
1394950.00,225750
2749999.00,225751
1490000.00,225778
2299000.00,225793
4999999.00,225800
150000.00,225811
1024500.00,225850
4990000.00,225864
350000.00,225880
940000.00,225895
1990000.00,225920
1950000.00,225939
1599000.00,225977
1305118.15,226000
550000.00,226007
2590000.00,226009
150000.00,226080
450000.00,226123
1599000.00,226140
4499000.00,226150
1475000.00,226199
1100000.00,226200
1599000.00,226221
950000.00,226235
2250000.00,226254
1899999.00,226260
4990000.00,226261
799000.00,226300
1280000.00,226320
599000.00,226340
1289900.00,226392
2583000.00,226400
3883888.50,226409
1948000.00,226453
1280000.00,226467
2194750.00,226500
1599999.00,226520
1399000.00,226550
75000.00,226589
1898000.00,226600
190000.00,226611
535000.00,226650
165000.00,226662
2999888.00,226675
1599000.00,226765
199999.00,226780
2990000.00,226804
1450000.00,226865
2499000.00,226897
3832500.00,226900
580000.00,226959
1387116.62,227000
1235000.00,227054
2299500.00,227100
4990000.00,227148
2500000.00,227181
1590000.00,227200
99999.00,227228
79999.00,227240
140000.00,227290
579000.00,227297
549000.00,227300
5333333.00,227321
1600000.00,227345
199999.00,227385
11990000.00,227415
1182000.00,227455
1980000.00,227482
2298000.00,227494
1528750.00,227500
399000.00,227527
130000.00,227544
1390000.00,227561
115000.00,227572
2990000.00,227587
2190000.00,227608
1590000.00,227610
2499000.00,227634
1490000.00,227650
1670000.00,227652
2049000.00,227680
545000.00,227700
1295000.00,227723
4190000.00,227766
1990000.00,227781
595000.00,227800
899999.00,227811
1599000.00,227843
360000.00,227851
1599999.00,227900
1590000.00,227948
2980000.00,227976
1473855.19,228000
549000.00,228040
970000.00,228080
2599000.00,228095
1290000.00,228102
1449000.00,228109
560000.00,228133
1290000.00,228155
1449000.00,228162
2790000.00,228181
1550000.00,228208
1290000.00,228216
912500.00,228230
1540500.00,228231
210000.00,228300
2799900.00,228368
199000.00,228433
1599999.00,228440
110000.00,228441
380000.00,228450
749999.00,228462
1445000.00,228479
2090000.00,228500
599000.00,228523
2054500.00,228550
2498000.00,228597
1400000.00,228600
2250000.00,228605
2099999.00,228648
1997000.00,228653
590000.00,228654
150000.00,228675
475000.00,228690
5249000.00,228697
1995000.00,228769
949999.00,228827
2590000.00,228833
180000.00,228898
2270000.00,228913
1579000.00,228933
1450000.00,228950
1728036.12,229000
1899000.00,229019
590000.00,229086
550000.00,229099
1590000.00,229100
4390000.00,229110
598000.00,229121
199000.00,229123
3195000.00,229200
170000.00,229280
595000.00,229293
1990000.00,229341
585000.00,229344
6599000.00,229351
2599000.00,229357
1450000.00,229360
1900000.00,229370
1148000.00,229400
1599000.00,229414
1781666.67,229453
1690000.00,229467
1690000.00,229472
1981000.00,229500
899000.00,229543
2495000.00,229564
1290000.00,229646
1987777.00,229649
1150000.00,229650
11990000.00,229656
599000.00,229666
580000.00,229687
799990.00,229770
1539000.00,229826
2849000.00,229878
549000.00,229890
1250000.00,229898
69999.00,229903
2499000.00,229957
2099000.00,229960
1998500.00,229995
1334357.53,230000
2550000.00,230012
1999999.00,230045
390000.00,230060
856633.33,230100
942500.00,230200
1490000.00,230210
120000.00,230216
2590000.00,230221
1495000.00,230225
1695000.00,230245
362000.00,230250
580000.00,230417
1250000.00,230430
79000.00,230432
76000.00,230475
2239500.00,230490
2150000.00,230500
980000.00,230524
160000.00,230531
2290000.00,230560
115000.00,230570
1990000.00,230575
2500000.00,230623
199000.00,230626
699000.00,230640
150000.00,230643
1450000.00,230696
2599000.00,230700
900000.00,230759
1280000.00,230780
1490000.00,230781
1419999.50,230800
2490000.00,230850
2098000.00,230886
1280000.00,230916
215000.00,230959
1599303.00,231000
1550000.00,231036
5199000.00,231042
2800000.00,231065
2910000.00,231100
2499000.00,231110
1250000.00,231112
199000.00,231150
1150000.00,231202
1475000.00,231210
579000.00,231234
2980000.00,231284
2289000.00,231300
1450000.00,231301
949000.00,231345
1985000.00,231367
370000.00,231429
599000.00,231450
570000.00,231476
2250000.00,231500
599000.00,231552
2780000.00,231640
1220000.00,231731
1550000.00,231755
1940000.00,231810
2185000.00,231970
2000000.00,231988
1633222.90,232000
498000.00,232030
1690000.00,232055
540000.00,232069
370000.00,232100
150000.00,232109
589000.00,232215
2590000.00,232300
1999000.00,232323
165000.00,232432
2589000.00,232439
1598000.00,232450
2099000.00,232470
1424999.00,232500
2900000.00,232548
2790000.00,232561
1550000.00,232564
1045000.00,232589
569500.00,232600
820000.00,232800
1590000.00,232817
550000.00,232860
2699999.00,232890
530000.00,232900
1470000.00,232910
1480000.00,232939
2750000.00,232950
1899120.11,233000
2090000.00,233020
1490000.00,233029
1490000.00,233087
4990000.00,233100
100000.00,233115
2590000.00,233120
950000.00,233140
3690000.00,233143
575000.00,233150
549000.00,233170
2499000.00,233175
1490000.00,233200
1371000.00,233210
2490000.00,233218
1490000.00,233219
100000.00,233225
2990000.00,233241
195000.00,233242
430000.00,233251
579000.00,233266
150000.00,233274
1399999.00,233286
1449999.00,233300
160000.00,233333
1500000.00,233341
720000.00,233350
599000.00,233355
720000.00,233362
380000.00,233374
1298000.00,233384
1100000.00,233387
2817500.00,233450
2550000.00,233455
1450000.00,233456
5749500.00,233500
2600000.00,233541
949000.00,233545
2499000.00,233560
1690000.00,233561
1690000.00,233567
1299000.00,233593
1000000.00,233595
399000.00,233601
2730000.00,233616
980000.00,233695
590000.00,233740
1540000.00,233750
140000.00,233775
2100000.00,233800
199999.00,233813
1180000.00,233816
1987000.00,233868
1899000.00,233900
1381127.55,234000
2100000.00,234038
1250000.00,234040
2049000.00,234089
549000.00,234100
1250000.00,234106
2750000.00,234155
1383333.33,234180
2795000.00,234183
4189000.00,234185
649000.00,234200
190000.00,234210
109000.00,234234
2890000.00,234277
130000.00,234299
4999999.00,234300
1899300.00,234311
549000.00,234341
99000.00,234384
169000.00,234400
1250000.00,234412
590000.00,234439
2799999.00,234470
1011666.67,234500
150000.00,234542
799000.00,234550
165000.00,234567
3418183.67,234600
1979000.00,234631
1470000.00,234650
160000.00,234654
599000.00,234671
2785000.00,234682
980000.00,234816
199000.00,234860
2250000.00,234861
150000.00,234876
2047000.00,234878
1450000.00,234891
1289000.00,234900
180000.00,234930
1319500.00,234944
2599999.00,234977
599000.00,234987
2199000.00,234990
1612536.82,235000
370000.00,235009
1490000.00,235036
1990000.00,235110
565000.00,235134
2949000.00,235209
550000.00,235232
1899000.00,235280
1290000.00,235300
1599000.00,235314
100000.00,235331
1590000.00,235344
389999.00,235345
2850000.00,235365
949000.00,235372
99000.00,235374
1399999.00,235380
100000.00,235444
549000.00,235476
2120000.00,235500
1450000.00,235600
1290000.00,235612
590000.00,235619
9600000.00,235620
1599000.00,235639
2990000.00,235650
1990000.00,235700
1450000.00,235727
150000.00,235797
1899000.00,235840
2777777.00,235930
1479000.00,235950
2950000.00,235956
1598356.41,236000
2790000.00,236100
2590000.00,236144
1990000.00,236149
1449000.00,236185
2089000.00,236186
1999999.00,236200
550000.00,236211
199000.00,236429
160000.00,236480
3270000.00,236500
1540000.00,236520
1500000.00,236529
2490000.00,236542
9500000.00,236546
85000.00,236568
1690000.00,236700
599000.00,236750
180000.00,236785
190000.00,236789
1599000.00,236800
2150000.00,236830
2249000.00,236853
375000.00,236952
2545000.00,236980
1477309.43,237000
940000.00,237044
1600000.00,237047
2049000.00,237077
1599000.00,237088
1988000.00,237190
389000.00,237236
1035000.00,237300
1690000.00,237354
985000.00,237470
1089500.00,237500
1590000.00,237535
2100000.00,237550
2190000.00,237612
199000.00,237618
1969500.00,237700
125000.00,237723
200000.00,237770
399000.00,237800
2190000.00,237803
1450000.00,237881
590000.00,237900
1240000.00,237902
100000.00,237921
1490000.00,237940
1900000.00,237964
1585827.59,238000
149000.00,238023
120000.00,238060
1297000.00,238086
2270000.00,238132
1899000.00,238154
749000.00,238170
2199000.00,238200
1447000.00,238217
1290000.00,238286
1449000.00,238302
1349500.00,238335
79999.00,238430
1450000.00,238450
1295000.00,238475
2865000.00,238482
2206666.67,238500
799999.00,238520
2590000.00,238589
2550000.00,238600
1995000.00,238675
2050000.00,238687
2090000.00,238750
1450000.00,238787
2090000.00,238800
2890000.00,238827
199999.00,238831
799990.00,238832
120000.00,238860
2294500.00,238900
1751822.13,239000
2200000.00,239016
2500000.00,239018
550000.00,239050
399000.00,239055
1490000.00,239103
1690000.00,239199
2749000.00,239200
7995000.00,239234
2749000.00,239300
1899999.00,239301
120000.00,239308
2849000.00,239322
2790000.00,239333
960000.00,239451
2215000.00,239500
1295000.00,239514
1999000.00,239537
1749000.00,239540
300000.00,239563
2088000.00,239600
1249000.00,239785
985000.00,239793
1950000.00,239808
639000.00,239820
799999.00,239842
2989000.00,239865
140000.00,239870
175000.00,239871
1899000.00,239874
165000.00,239945
1276014.12,240000
1698000.00,240012
549000.00,240022
799999.00,240075
2899000.00,240100
1690000.00,240110
1959000.00,240140
7880000.00,240150
390000.00,240152
1580000.00,240170
599000.00,240179
2050000.00,240300
1590000.00,240310
1999000.00,240316
2250000.00,240321
1080000.00,240333
950000.00,240335
872500.00,240500
169990.00,240511
1290000.00,240543
1666750.00,240600
950000.00,240605
1599000.00,240613
570000.00,240637
1995000.00,240655
980000.00,240750
1858500.00,240800
60000.00,240880
799000.00,240913
1408999.94,241000
1399000.00,241005
1500000.00,241076
950000.00,241085
1785000.00,241100
1399000.00,241120
170000.00,241200
1599999.00,241282
120000.00,241321
95000.00,241361
99900.00,241375
149999.00,241471
2893333.00,241500
2180000.00,241510
2499000.00,241540
4999000.00,241558
1990000.00,241600
1990000.00,241609
80000.00,241615
1698000.00,241644
398000.00,241656
2250000.00,241678
949000.00,241720
1290000.00,241761
179000.00,241779
1699000.00,241848
1899000.00,241852
1899000.00,241915
1999000.00,241940
949000.00,241984
1942069.77,242000
590000.00,242023
1270000.00,242301
2590000.00,242310
80000.00,242314
1240000.00,242331
799000.00,242337
1590000.00,242344
2599000.00,242359
160000.00,242380
2249000.00,242499
985000.00,242500
540000.00,242503
1999000.00,242506
1599000.00,242520
370000.00,242523
1590000.00,242530
2550000.00,242556
120000.00,242562
120000.00,242564
4499000.00,242571
2460000.00,242606
129999.00,242620
2200000.00,242623
950000.00,242684
1444500.00,242700
307000.00,242785
1470000.00,242800
1290000.00,242825
1990000.00,242946
1465249.94,243000
1450000.00,243103
70000.00,243121
321000.00,243123
1998000.00,243162
1599000.00,243198
220000.00,243200
120000.00,243233
575000.00,243266
1589000.00,243271
2890000.00,243308
180000.00,243325
215000.00,243360
950000.00,243380
999333.33,243500
890000.00,243526
385000.00,243527
2188000.00,243559
1999999.00,243570
2499990.00,243608
2100000.00,243685
1450000.00,243764
75000.00,243849
2499999.00,243871
1279000.00,243888
198000.00,243988
1671741.90,244000
820000.00,244010
550000.00,244038
1580000.00,244055
2790000.00,244080
1449000.00,244095
1449000.00,244113
1690000.00,244140
2950000.00,244150
1485000.00,244181
139999.00,244191
180000.00,244225
2690000.00,244230
3796000.00,244233
1500000.00,244299
1749000.00,244300
2800000.00,244304
78000.00,244410
689000.00,244444
1999000.00,244486
2540000.00,244500
1599000.00,244529
1975000.00,244583
1690000.00,244600
1999999.00,244611
2250000.00,244630
199000.00,244635
1050000.00,244645
4999000.00,244743
2499000.00,244765
1580000.00,244771
1289000.00,244772
1690000.00,244802
2180000.00,244835
1290000.00,244864
949000.00,244896
380000.00,244916
589000.00,244944
1217407.03,245000
529000.00,245064
2490000.00,245070
159000.00,245083
777500.00,245120
2990000.00,245132
2290000.00,245140
70000.00,245166
2990000.00,245180
1275000.00,245186
1999999.00,245228
1259999.00,245234
1899000.00,245264
1440000.00,245300
119999.00,245321
199000.00,245324
2895000.00,245330
2550000.00,245400
1290000.00,245420
389000.00,245444
4999000.00,245470
2899000.00,245484
1084497.50,245500
970000.00,245559
1550000.00,245578
139000.00,245589
370000.00,245647
1490000.00,245655
200000.00,245700
1450000.00,245722
2100000.00,245727
2490000.00,245759
179499.50,245765
1413000.00,245805
2590000.00,245890
1850000.00,245950
1422411.71,246000
175000.00,246014
1980000.00,246100
1999999.00,246102
1899000.00,246200
590000.00,246295
820000.00,246300
2850000.00,246432
1775000.00,246468
1672499.75,246500
390000.00,246510
145000.00,246523
310000.00,246547
1229500.00,246600
2500000.00,246612
369000.00,246700
999000.00,246800
1490000.00,246900
2199000.00,246906
2200000.00,246955
1550000.00,246984
1748162.77,247000
2890000.00,247115
1979000.00,247127
2200000.00,247130
559000.00,247137
5000000.00,247200
935000.00,247300
1990000.00,247359
799000.00,247400
550000.00,247462
2090000.00,247485
1563000.00,247500
2099000.00,247569
1950000.00,247580
5200000.00,247600
2185000.00,247650
165000.00,247678
1949000.00,247771
1599000.00,247772
790000.00,247800
1420000.00,247880
595000.00,247918
980000.00,247921
1579633.75,248000
1580000.00,248087
2090000.00,248100
1590000.00,248133
2800000.00,248146
975000.00,248175
2750000.00,248187
1100000.00,248204
980000.00,248210
1070000.00,248213
719000.00,248217
9800000.00,248267
1490000.00,248300
2849000.00,248326
598000.00,248345
1449000.00,248413
997600.00,248500
1250000.00,248521
2500000.00,248535
102500.00,248600
2489000.00,248632
1898000.00,248648
2100000.00,248655
133333.00,248678
920000.00,248679
200000.00,248700
2600000.00,248725
479890.00,248850
1290000.00,248857
99000.00,248877
2799999.00,248882
620000.00,248895
125000.00,248948
530000.00,248988
2111678.57,249000
2690000.00,249002
2000000.00,249100
210000.00,249150
1100000.00,249197
1689500.00,249200
1296333.33,249300
1590000.00,249350
1990000.00,249429
2190000.00,249430
160000.00,249432
1690000.00,249457
1909999.83,249500
1999000.00,249509
195000.00,249543
585000.00,249550
1595000.00,249557
1979000.00,249580
1290000.00,249600
2480000.00,249687
2950000.00,249715
1590000.00,249856
1590000.00,249870
2580000.00,249897
2374500.00,249900
1479000.00,249902
1490000.00,249939
2890000.00,249980
1159832.17,250000
1590000.00,250079
1999000.00,250089
2150000.00,250100
4180000.00,250190
1850000.00,250200
1699000.00,250292
1450000.00,250336
390000.00,250350
1490000.00,250376
2290000.00,250378
2549000.00,250400
399000.00,250419
7799000.00,250428
1698000.00,250434
1249500.00,250500
2195000.00,250548
950000.00,250550
2500000.00,250562
800000.00,250637
550000.00,250723
1987000.00,250760
1020000.00,250800
120000.00,250890
1270000.00,250905
380500.00,250915
2009999.93,251000
1580000.00,251015
480000.00,251080
1644000.00,251100
1250000.00,251110
1990000.00,251148
1250000.00,251152
2480000.00,251219
1990000.00,251220
3390000.00,251243
580000.00,251280
404500.00,251300
180000.00,251308
1450000.00,251325
2795000.00,251431
1480000.00,251456
599000.00,251466
950000.00,251491
2020000.00,251493
2420000.00,251495
2790000.00,251500
1600000.00,251509
2190000.00,251534
1480000.00,251573
2290000.00,251586
672500.00,251600
10598700.00,251781
2599000.00,251889
5290000.00,251900
585000.00,251930
199600.00,251941
199000.00,251952
1333755.10,252000
599000.00,252100
1999999.00,252140
1940000.00,252170
120000.00,252242
1450000.00,252269
2322500.00,252300
799000.00,252313
279000.00,252366
1490000.00,252375
1999999.00,252500
979000.00,252540
1479999.50,252600
1479000.00,252644
200000.00,252645
2250000.00,252673
1600000.00,252778
590000.00,252818
1999000.00,252819
2050000.00,252852
220000.00,252884
1549000.00,252938
2071666.56,253000
1550000.00,253051
2000000.00,253078
819000.00,253100
589000.00,253145
550000.00,253160
1490000.00,253165
1500000.00,253203
1990000.00,253206
1590000.00,253277
599000.00,253300
2250000.00,253377
1490000.00,253411
360000.00,253423
4358333.33,253500
889000.00,253510
129000.00,253543
120000.00,253550
1899000.00,253577
118000.00,253600
1599000.00,253751
199999.00,253843
2499000.00,253847
967000.00,253885
1678000.00,253900
1400000.00,253946
2500000.00,253952
1644470.56,254000
2749000.00,254047
390000.00,254051
2780000.00,254061
1690000.00,254100
1290000.00,254123
100000.00,254147
1899000.00,254300
150000.00,254328
545000.00,254342
1999999.00,254345
1490000.00,254420
1450000.00,254444
2899000.00,254456
1192000.00,254500
490000.00,254530
1989000.00,254538
950000.00,254549
1590000.00,254600
1100000.00,254640
1123000.00,254678
2575000.00,254720
799000.00,254792
1350000.00,254800
2190000.00,254890
2899000.00,254920
569000.00,254937
1602499.95,255000
1599999.00,255045
2290000.00,255072
1990000.00,255084
590000.00,255097
2490000.00,255120
195000.00,255123
1899000.00,255150
1400000.00,255178
2499000.00,255193
1595000.00,255260
2490000.00,255300
805000.00,255400
5199000.00,255406
590000.00,255420
450000.00,255437
920000.00,255500
2790000.00,255569
200000.00,255588
950000.00,255600
2700000.00,255665
2099900.00,255700
1445000.00,255740
700000.00,255800
1274950.00,255900
140000.00,255996
1538631.39,256000
1435000.00,256010
3949000.00,256081
99000.00,256093
399000.00,256098
2619500.00,256100
1990000.00,256105
2989000.00,256174
3850000.00,256200
170000.00,256207
860000.00,256246
1440000.00,256298
2590000.00,256345
2890000.00,256478
2099000.00,256657
3999999.00,256714
178000.00,256730
219000.00,256860
1544500.00,256975
1499000.00,256977
1999000.00,256994
1269032.13,257000
150000.00,257021
2099000.00,257066
1150000.00,257161
1497000.00,257270
60000.00,257313
55000.00,257324
100000.00,257335
790000.00,257451
1297000.00,257480
1331000.00,257500
1999000.00,257547
590000.00,257619
99999.00,257628
2750000.00,257638
549000.00,257640
1799000.00,257650
950000.00,257774
1599000.00,257790
590000.00,257800
597000.00,257825
130000.00,257876
570000.00,257884
1590000.00,257927
169000.00,257956
1453861.06,258000
2775000.00,258094
1810000.00,258242
50000.00,258249
1044000.00,258300
975000.00,258325
1320000.00,258400
2299000.00,258438
549900.00,258563
2499000.00,258568
1900000.00,258615
2649000.00,258620
2778000.00,258700
2899000.00,258743
178500.00,258751
2290000.00,258758
2490000.00,258763
199900.00,258773
1589000.00,258800
2895000.00,258919
1490000.00,258967
1174193.52,259000
2579000.00,259065
3550000.00,259105
1390000.00,259121
2199000.00,259176
550000.00,259179
1425000.00,259200
85000.00,259213
2990000.00,259230
979000.00,259366
2799999.00,259393
949000.00,259420
189000.00,259521
85000.00,259540
549000.00,259588
920000.00,259600
2550000.00,259632
5090000.00,259645
1297000.00,259667
2499900.00,259700
425000.00,259710
2288000.00,259712
4999900.00,259820
2899000.00,259850
2990000.00,259876
1699000.00,259879
2249000.00,259888
980000.00,259896
125000.00,259952
350000.00,259986
1414269.83,260000
1390000.00,260005
100000.00,260008
1270000.00,260011
4990000.00,260048
729000.00,260120
200000.00,260147
599000.00,260200
1550000.00,260234
2050000.00,260250
160000.00,260308
1590000.00,260354
1290000.00,260454
2599000.00,260469
550000.00,260487
899999.00,260490
2000000.00,260500
2188000.00,260557
380000.00,260600
1999000.00,260609
262500.00,260700
2290000.00,260746
1550000.00,260860
2919000.00,260934
799999.00,260940
1224612.87,261000
1488000.00,261045
550000.00,261100
550000.00,261113
2199000.00,261115
377000.00,261135
397000.00,261162
380000.00,261165
2500000.00,261197
2589000.00,261205
119999.00,261214
4990000.00,261278
1995000.00,261300
1999999.00,261386
2190000.00,261400
975000.00,261435
2990000.00,261436
595000.00,261439
787500.00,261450
2200000.00,261456
4800000.00,261485
2222222.00,261506
1999000.00,261570
980000.00,261574
165000.00,261578
580000.00,261633
1899000.00,261720
2190000.00,261722
199000.00,261813
199999.00,261829
569000.00,261990
719000.00,261996
220000.00,261997
1339300.00,262000
2089000.00,262007
2050000.00,262061
2099000.00,262080
1250000.00,262107
1450000.00,262182
2099000.00,262300
1444444.00,262312
2199000.00,262359
1689000.00,262362
179900.00,262400
175000.00,262500
569000.00,262551
120000.00,262588
570000.00,262692
949999.00,262700
60000.00,262702
2149000.00,262720
1550000.00,262755
1949000.00,262855
106000.00,262862
1269000.00,262872
1390000.00,262939
69000.00,262991
1697428.57,263000
1580000.00,263040
1950000.00,263115
159000.00,263250
1999000.00,263372
120000.00,263384
1490000.00,263411
100000.00,263499
150000.00,263500
379000.00,263512
1839999.00,263584
1990000.00,263645
369000.00,263700
2199000.00,263719
1690000.00,263779
2590000.00,263800
950000.00,263815
1690000.00,263895
1490000.00,263955
1829722.18,264000
2790000.00,264065
1400000.00,264170
1450000.00,264180
600000.00,264235
1250000.00,264272
2799999.00,264321
140000.00,264326
2290000.00,264388
125000.00,264472
549999.00,264480
1529000.00,264482
1279999.50,264500
379000.00,264540
1598000.00,264543
395000.00,264557
150000.00,264562
1999999.00,264572
1399000.00,264600
3390000.00,264766
794999.50,264800
2990000.00,264828
2790000.00,264889
1490000.00,264897
1990000.00,264900
1290000.00,264950
